07011301	1120121861	85.39 	79.19 
07011302	1120121887	79.53 	73.92 
07011301	1120131743	91.80 	84.52 
07011301	1120131744	72.57 	67.19 
07011301	1120131745	71.90 	66.23 
07011301	1120131746	81.81 	74.96 
07011301	1120131747	94.26 	86.92 
07011301	1120131748	88.18 	82.43 
07011301	1120131749	76.13 	70.15 
07011301	1120131750	75.55 	69.92 
07011301	1120131751	76.64 	68.85 
07011301	1120131752	88.90 	82.85 
07011301	1120131753	80.17 	74.57 
07011301	1120131754	78.35 	72.65 
07011301	1120131755	62.29 	56.81 
07011301	1120131756	78.83 	73.31 
07011301	1120131757	81.37 	75.00 
07011301	1120131758	64.56 	59.08 
07011301	1120131759	89.03 	83.08 
07011301	1120131760	75.79 	69.96 
07011301	1120131761	94.08 	87.65 
07011301	1120131762	88.31 	82.17 
07011301	1120131763	81.67 	76.12 
07011301	1120131764	81.59 	74.92 
07011301	1120131765	85.55 	79.85 
07011301	1120131766	72.58 	66.81 
07011301	1120131767	79.42 	73.62 
07011301	1120131768	54.32 	48.88 
07011301	1120131769	75.61 	69.04 
07011301	1120131770	89.69 	83.15 
07011301	1120131771	66.23 	60.81 
07011301	1120131772	56.11 	50.53 
07011302	1120131773	82.94 	77.46 
07011302	1120131774	80.06 	74.38 
07011302	1120131775	78.80 	70.65 
07011302	1120131776	80.80 	72.15 
07011302	1120131777	77.74 	72.19 
07011302	1120131778	81.58 	75.96 
07011302	1120131779	81.63 	76.19 
07011302	1120131780	62.76 	56.92 
07011302	1120131781	78.51 	72.69 
07011302	1120131782	84.50 	79.00 
07011302	1120131783	89.71 	83.96 
07011302	1120131785	89.16 	83.19 
07011302	1120131786	88.64 	81.73 
07011302	1120131787	73.29 	66.69 
07011302	1120131788	85.58 	78.50 
07011302	1120131789	77.39 	70.77 
07011302	1120131790	91.01 	84.96 
07011302	1120131791	80.31 	73.54 
07011302	1120131792	76.68 	71.23 
07011302	1120131793	82.11 	76.19 
07011302	1120131794	77.57 	71.88 
07011302	1120131796	88.15 	80.27 
07011302	1120131797	92.57 	85.96 
07011302	1120131798	83.37 	77.65 
07011302	1120131799	68.89 	63.27 
07011302	1120131800	64.61 	58.31 
07011302	1120131801	86.26 	77.92 
07011302	1120131802	86.40 	79.35 
07011302	1120131803	76.48 	70.08 
07011302	1120131804	79.03 	73.58 
07011303	1120131805	91.01 	83.62 
07011303	1120131806	83.00 	77.46 
07011303	1120131807	98.19 	90.12 
07011303	1120131808	84.32 	76.77 
07011303	1120131809	70.36 	65.04 
07011303	1120131810	73.28 	67.81 
07011303	1120131811	79.25 	72.42 
07011303	1120131812	78.42 	72.69 
07011303	1120131813	81.46 	75.46 
07011303	1120131814	24.90 	19.35 
07011303	1120131815	80.63 	74.15 
07011303	1120131817	80.13 	74.15 
07011303	1120131818	92.14 	84.17 
07011303	1120131819	87.04 	81.54 
07011303	1120131820	73.92 	68.19 
07011303	1120131821	91.29 	84.04 
07011303	1120131822	82.21 	76.61 
07011303	1120131823	84.56 	77.88 
07011303	1120131824	92.36 	86.73 
07011303	1120131825	89.63 	82.81 
07011303	1120131826	75.14 	69.46 
07011303	1120131827	77.45 	72.00 
07011303	1120131828	68.98 	63.69 
07011303	1120131829	88.32 	82.77 
07011303	1120131830	78.97 	73.19 
07011303	1120131831	97.34 	90.27 
07011303	1120131832	74.66 	69.04 
07011303	1120131833	59.22 	53.83 
07011303	1120131834	79.21 	73.88 
07011304	1120131835	73.48 	67.65 
07011304	1120131837	80.20 	74.44 
07011304	1120131838	90.12 	83.27 
07011304	1120131839	81.22 	75.12 
07011304	1120131840	74.49 	68.96 
07011304	1120131841	79.44 	73.96 
07011304	1120131842	87.59 	80.15 
07011304	1120131843	84.76 	77.77 
07011304	1120131844	77.66 	71.23 
07011304	1120131845	88.36 	82.27 
07011304	1120131846	87.86 	81.92 
07011304	1120131847	82.10 	74.62 
07011304	1120131848	90.87 	83.73 
07011304	1120131849	87.36 	80.58 
07011304	1120131850	88.24 	81.96 
07011304	1120131851	86.51 	79.77 
07011304	1120131852	87.41 	81.38 
07011304	1120131853	85.32 	77.65 
07011304	1120131854	71.69 	66.15 
07011304	1120131855	79.87 	74.12 
07011304	1120131856	78.29 	72.35 
07011304	1120131857	83.89 	78.15 
07011304	1120131858	72.94 	67.35 
07011304	1120131859	77.36 	70.92 
07011304	1120131861	66.55 	60.96 
07011304	1120131862	79.78 	71.88 
07011304	1120131863	77.07 	71.35 
07011304	1120131864	83.55 	76.35 
07011305	1120131865	75.81 	69.96 
07011305	1120131866	84.10 	78.31 
07011305	1120131867	85.00 	79.26 
07011305	1120131868	87.64 	81.85 
07011305	1120131869	74.86 	69.27 
07011305	1120131870	75.76 	70.00 
07011305	1120131871	88.37 	81.62 
07011305	1120131872	85.20 	78.31 
07011305	1120131873	82.13 	75.77 
07011305	1120131874	88.55 	82.77 
07011305	1120131875	90.27 	84.54 
07011305	1120131876	89.75 	83.96 
07011305	1120131877	88.64 	81.85 
07011305	1120131878	88.18 	82.38 
07011305	1120131879	86.90 	80.15 
07011305	1120131880	90.47 	84.74 
07011305	1120131882	82.53 	77.04 
07011305	1120131883	87.62 	80.58 
07011305	1120131884	72.78 	67.17 
07011305	1120131885	66.03 	59.50 
07011305	1120131886	76.88 	71.19 
07011305	1120131887	89.32 	83.46 
07011305	1120131888	84.94 	78.35 
07011305	1120131889	76.50 	70.77 
07011305	1120131890	87.12 	80.54 
07011305	1120131891	83.70 	77.65 
07011305	1120131892	81.60 	75.15 
07011305	1120131893	87.65 	81.96 
07011305	1120131894	89.46 	83.69 
07011306	1120131895	77.86 	72.31 
07011306	1120131896	86.27 	80.46 
07011306	1120131897	76.96 	71.31 
07011306	1120131898	86.38 	79.77 
07011306	1120131899	67.20 	61.50 
07011306	1120131901	77.89 	72.19 
07011306	1120131902	76.42 	70.70 
07011306	1120131903	80.80 	74.35 
07011306	1120131904	87.94 	80.38 
07011306	1120131905	76.24 	70.54 
07011306	1120131906	76.92 	71.31 
07011306	1120131907	49.33 	43.92 
07011306	1120131908	86.69 	79.39 
07011306	1120131909	80.70 	75.00 
07011306	1120131910	86.83 	79.52 
