07011306	1120131911	88.98 	82.27 
07011306	1120131912	78.23 	71.73 
07011306	1120131913	48.55 	43.00 
07011306	1120131914	89.13 	82.38 
07011306	1120131915	91.86 	84.83 
07011306	1120131916	93.23 	86.42 
07011306	1120131917	71.91 	66.00 
07011306	1120131918	71.62 	64.42 
07011306	1120131919	74.92 	69.50 
07011306	1120131920	76.03 	70.31 
07011306	1120131921	88.24 	81.73 
07011306	1120131924	83.39 	77.58 
07011307	1120131925	96.69 	90.48 
07011307	1120131926	77.22 	71.38 
07011307	1120131927	78.52 	71.85 
07011307	1120131928	94.58 	87.35 
07011307	1120131929	82.72 	76.69 
07011307	1120131930	83.22 	76.61 
07011307	1120131931	79.09 	73.19 
07011307	1120131932	88.71 	81.23 
07011307	1120131933	90.37 	84.54 
07011307	1120131934	89.92 	84.12 
07011307	1120131935	82.69 	75.27 
07011307	1120131936	91.64 	85.31 
07011307	1120131937	81.24 	75.58 
07011307	1120131938	88.75 	82.38 
07011307	1120131939	84.00 	77.85 
07011307	1120131940	82.54 	76.46 
07011307	1120131941	88.73 	82.61 
07011307	1120131942	80.20 	74.19 
07011307	1120131943	87.63 	80.62 
07011307	1120131944	84.48 	77.73 
07011307	1120131945	54.98 	49.31 
07011307	1120131946	98.48 	92.26 
07011307	1120131947	77.67 	70.92 
07011307	1120131948	89.73 	83.96 
07011307	1120131949	78.59 	72.38 
07011307	1120131950	88.37 	81.73 
07011307	1120131952	64.90 	59.09 
07011307	1120131953	86.53 	78.27 
07011307	1120131954	95.12 	85.81 
07011308	1120131955	93.76 	86.00 
07011308	1120131956	64.04 	58.69 
07011308	1120131957	98.64 	89.65 
07011308	1120131958	71.71 	65.81 
07011308	1120131959	80.96 	75.31 
07011308	1120131960	78.41 	72.88 
07011308	1120131961	81.66 	76.00 
07011308	1120131962	87.35 	80.83 
07011308	1120131963	89.87 	83.08 
07011308	1120131964	84.83 	79.08 
07011308	1120131965	72.32 	66.69 
07011308	1120131966	73.76 	68.15 
07011308	1120131967	90.38 	81.12 
07011308	1120131968	92.25 	85.65 
07011308	1120131969	71.85 	65.62 
07011308	1120131970	87.92 	81.00 
07011308	1120131971	97.07 	90.13 
07011308	1120131972	82.10 	75.54 
07011308	1120131973	87.50 	81.54 
07011308	1120131974	87.02 	80.73 
07011308	1120131975	87.95 	81.31 
07011308	1120131976	88.24 	81.96 
07011308	1120131977	90.48 	80.58 
07011308	1120131978	79.16 	72.54 
07011308	1120131979	82.06 	75.31 
07011308	1120131980	90.70 	84.62 
07011308	1120131981	66.85 	61.32 
07011308	1120131982	82.30 	76.58 
07011308	1120131983	98.26 	90.73 
07011308	1120131984	78.06 	71.42 
